id,created_at,published_at,name,body,author_url,author_id,author_login,assets_url,url,target_commitish,tarball_url,html_url,zipball_url,tag_name,draft,prerelease
6103039,2017-04-17T23:41:36Z,2017-04-18T00:33:05Z,360Controller 0.16.5,"This build contains ONLY new devices. There are no bug fixes.

This requires macOS 10.9 or later.",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/6103039/assets,https://api.github.com/repos/360Controller/360Controller/releases/6103039,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16.5,https://github.com/360Controller/360Controller/releases/tag/v0.16.5,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16.5,v0.16.5,False,False
3993288,2016-08-28T18:50:37Z,2016-08-28T18:54:29Z,360Controller 0.16.4,"A few minor improvements in addition to some new controllers. Xbox 360 controllers can pretend to have the same vendor and product IDs as the official controller. Enable/Disable are also more stable now.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/3993288/assets,https://api.github.com/repos/360Controller/360Controller/releases/3993288,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16.4,https://github.com/360Controller/360Controller/releases/tag/v0.16.4,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16.4,v0.16.4,False,False
3658917,2016-07-14T16:10:29Z,2016-07-14T16:10:55Z,360Controller 0.16.3,"This release actually resolves issues with Xbox One controllers not initializing properly. If you have issues with Xbox One controller initialization using this release, please create a new issue. Third party Xbox One controllers are still not initializing properly.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/3658917/assets,https://api.github.com/repos/360Controller/360Controller/releases/3658917,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16.3,https://github.com/360Controller/360Controller/releases/tag/v0.16.3,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16.3,v0.16.3,False,False
3621698,2016-07-09T15:11:14Z,2016-07-09T15:14:11Z,360Controller 0.16.2,"This release should resolve issues with Xbox One controllers not initializing properly. If you have issues with Xbox One controller initialization using this release, try using 0.16.1 as well and report your findings in the ""Issues"" section of the repository.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/3621698/assets,https://api.github.com/repos/360Controller/360Controller/releases/3621698,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16.2,https://github.com/360Controller/360Controller/releases/tag/v0.16.2,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16.2,v0.16.2,False,False
3598079,2016-07-06T14:06:28Z,2016-07-06T14:08:49Z,360Controller 0.16.1,"This release adds some new devices and fixes an issue where ""normalize"" wouldn't stay checked in the preference pane.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/3598079/assets,https://api.github.com/repos/360Controller/360Controller/releases/3598079,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16.1,https://github.com/360Controller/360Controller/releases/tag/v0.16.1,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16.1,v0.16.1,False,False
3105567,2016-04-27T04:07:20Z,2016-04-27T04:15:02Z,360Controller 0.16,"This release adds some new devices, and fixed some important settings bugs. In addition, remapping works for wireless Xbox 360 controllers. Some behind the scenes changes have occurred with Xbox One controllers pretending to be Xbox 360 Controllers. That means that some games that work with wired Xbox 360 controllers, but not Xbox One controllers will work with Xbox One controllers now. Yay! And last but not least, there are new rumble options for Xbox One controllers. Check them out!

Also, we're out of pre-release and OFFICIAL.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/3105567/assets,https://api.github.com/repos/360Controller/360Controller/releases/3105567,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.16,https://github.com/360Controller/360Controller/releases/tag/v0.16,https://api.github.com/repos/360Controller/360Controller/zipball/v0.16,v0.16,False,False
2986900,2016-04-03T22:35:16Z,2016-04-09T17:06:19Z,360Controller 0.15 (beta 6),"This is an unofficial release of the driver.

This release was signed to be compatible with the new Yosemite Kext sign requirements and should work without workarounds. :)

This release adds some new devices.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/2986900/assets,https://api.github.com/repos/360Controller/360Controller/releases/2986900,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.15_beta6_unofficial,https://github.com/360Controller/360Controller/releases/tag/v0.15_beta6_unofficial,https://api.github.com/repos/360Controller/360Controller/zipball/v0.15_beta6_unofficial,v0.15_beta6_unofficial,False,True
2490487,2016-01-25T16:46:55Z,2016-01-26T01:03:29Z,360Controller 0.15 (beta 5),"This is an unofficial release of the driver.

This release was signed to be compatible with the new Yosemite Kext sign requirements and should work without workarounds. :)

This release fixes some Xbox One Elite implementation issues, in addition to Xbox One force feedback fixes.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/2490487/assets,https://api.github.com/repos/360Controller/360Controller/releases/2490487,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.15_beta5_unofficial,https://github.com/360Controller/360Controller/releases/tag/v0.15_beta5_unofficial,https://api.github.com/repos/360Controller/360Controller/zipball/v0.15_beta5_unofficial,v0.15_beta5_unofficial,False,True
2430379,2016-01-14T20:50:00Z,2016-01-14T20:54:32Z,360Controller 0.15 (beta 4),"This is an unofficial release of the driver.

This release was signed to be compatible with the new Yosemite Kext sign requirements and should work without workarounds. :)

This release adds support for various new controllers in addition to the Xbox One Elite controller. Also, Xbox One controllers no longer to pretend to be Xbox 360 controllers. If you have compatibility problems with an Xbox One controller, use the checkbox in the ""Advanced"" tab. This may require you to disconnect and reconnect your controller to take effect.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/FranticRain,4530595,FranticRain,https://api.github.com/repos/360Controller/360Controller/releases/2430379/assets,https://api.github.com/repos/360Controller/360Controller/releases/2430379,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.15_beta4_unofficial,https://github.com/360Controller/360Controller/releases/tag/v0.15_beta4_unofficial,https://api.github.com/repos/360Controller/360Controller/zipball/v0.15_beta4_unofficial,v0.15_beta4_unofficial,False,True
1817187,2015-09-15T17:49:04Z,2015-09-15T18:01:57Z,360Controller 0.15 (beta 3),"This is an unofficial release of the driver.

This release was signed to be compatible with the new Yosemite Kext sign requirements and should work without workarounds. :)

This release removes support for Wireless controller's remapping as it was causing issues with them.

Note: In order to compile (with 32-bit support), you need to set DEVELOPER_DIR to an Xcode 4.6 Developer directory and run build.sh. Xcode 5 cannot compile 32-bit kexts.

This requires Mac OS 10.9 or later.
",https://api.github.com/users/RodrigoCard,417968,RodrigoCard,https://api.github.com/repos/360Controller/360Controller/releases/1817187/assets,https://api.github.com/repos/360Controller/360Controller/releases/1817187,master,https://api.github.com/repos/360Controller/360Controller/tarball/v0.15_beta3_unofficial,https://github.com/360Controller/360Controller/releases/tag/v0.15_beta3_unofficial,https://api.github.com/repos/360Controller/360Controller/zipball/v0.15_beta3_unofficial,v0.15_beta3_unofficial,False,True
